Datetime,Sentiment_Numeric,Sentiment_Label,Sentiment_Score,Cleaned_Message,Message
1970-01-01 00:11:27,0,NEUTRAL,0.728766143321991,want see finger,I want to see the finger pest     
1970-01-01 00:11:43,0,NEUTRAL,0.9343175888061523,finishing run today?,So we finishing Sievert run today?     
1970-01-01 00:11:51,0,NEUTRAL,0.7756400108337402,far though?,How far are we though?     
1970-01-01 00:11:53,0,NEUTRAL,0.7478124499320984,sepsis making brother,that was sepsis in the making brother     
1970-01-01 00:11:54,1,POSITIVE,0.9234489798545837,Good day pesty,Good day pesty     
1970-01-01 00:12:08,0,NEUTRAL,0.6730856895446777,wank hard?,Did you wank too hard?     
1970-01-01 00:12:21,0,NEUTRAL,0.8585238456726074,kitchen greenscreen!?,is the kitchen a greenscreen!?     
1970-01-01 00:12:31,-1,NEGATIVE,0.6844567656517029,!deaths,!deaths     
1970-01-01 00:12:31,0,NEUTRAL,0.7540242075920105,17 times run. !lastdeath,He died 17 times in the Zero Sievert permadeath run. !lastdeath     
1970-01-01 00:12:36,0,NEUTRAL,0.681822657585144,@barbequekip always,@barbequekip always has been     
1970-01-01 00:12:41,0,NEUTRAL,0.7062252163887024,get electrical tape wrap er,get some electrical tape and wrap er up     
1970-01-01 00:12:44,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:12:44,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:12:44,0,NEUTRAL,0.6593872308731079,one today ^^ tarky wounded low hp hes going full lobby wipe :D,The one and only will do this today ^^ like in tarky when pest is wounded and low hp hes going for full lobby wipe :D     
1970-01-01 00:12:45,0,NEUTRAL,0.6904820203781128,greenscreen kitchen,no the greenscreen is a kitchen     
1970-01-01 00:12:45,1,POSITIVE,0.9099112153053284,Octavianis subscribed Tier 1. They've subscribed 64 months! Morning pest. Good luck runs today!,Octavianis subscribed at Tier 1. They've subscribed for 64 months! Morning pest. Good luck with the runs today!     
1970-01-01 00:12:51,-1,NEGATIVE,0.7305344939231873,can't believe Tyson let Joke Paul make fool,I can't believe Tyson let Joke Paul make a fool out of him     
1970-01-01 00:12:51,0,NEUTRAL,0.7855924963951111,Independence Day,Independence Day     
1970-01-01 00:12:55,-1,NEGATIVE,0.8482632637023926,FeelsBadMan,FeelsBadMan     
1970-01-01 00:12:59,0,NEUTRAL,0.770699143409729,!african,!african     
1970-01-01 00:13:07,0,NEUTRAL,0.7333406805992126,@Keefed money,@Keefed money     
1970-01-01 00:13:09,0,NEUTRAL,0.7293984889984131,@Keefed 20m +royalties? :D,@Keefed Wouldn't you for 20m +royalties? :D     
1970-01-01 00:13:22,0,NEUTRAL,0.7055065631866455,already set,he was already set     
1970-01-01 00:13:24,1,POSITIVE,0.7267144918441772,hello boys IMMMM BAAAACK!,hello boys IMMMM BAAAACK!     
1970-01-01 00:13:30,0,NEUTRAL,0.6970959305763245,!AFRICA,!AFRICA     
1970-01-01 00:13:30,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:13:47,-1,NEGATIVE,0.9594070315361023,horrible fight,It was a horrible fight     
1970-01-01 00:13:52,0,NEUTRAL,0.7159505486488342,He's defo running cash.. he's retired since 2005?,He's defo running out of cash.. he's been retired since 2005?     
1970-01-01 00:14:14,-1,NEGATIVE,0.8315562605857849,can't handle skill,game can't handle your skill     
1970-01-01 00:14:23,0,NEUTRAL,0.6919088363647461,omen’s……,omen’s……     
1970-01-01 00:14:36,0,NEUTRAL,0.7992197871208191,one PauseChampies,This is the one PauseChampies     
1970-01-01 00:14:38,0,NEUTRAL,0.8464521169662476,pepeNarutoRun,pepeNarutoRun     
1970-01-01 00:15:11,0,NEUTRAL,0.7477220892906189,kill first task... payback,You should kill him first task... for payback     
1970-01-01 00:15:28,0,NEUTRAL,0.7559831142425537,ever kill bosses Industrial? @Pestily,Did you ever kill the bosses in Industrial? @Pestily     
1970-01-01 00:15:30,0,NEUTRAL,0.7989206910133362,green yellow thought,green or yellow i thought     
1970-01-01 00:15:56,0,NEUTRAL,0.8631759285926819,Yea container parts left side map,Yea  between the container parts on the left side of map    
1970-01-01 00:16:34,0,NEUTRAL,0.823729395866394,tarky released SEGA back 90's lul,This is tarky if released on SEGA back in the 90's lul     
1970-01-01 00:17:07,-1,NEGATIVE,0.6844567656517029,!deaths,!deaths     
1970-01-01 00:17:07,0,NEUTRAL,0.7540242075920105,17 times run. !lastdeath,He died 17 times in the Zero Sievert permadeath run. !lastdeath     
1970-01-01 00:17:27,0,NEUTRAL,0.7608742117881775,@Kirasin91 True,@Kirasin91 True     
1970-01-01 00:17:48,0,NEUTRAL,0.7472002506256104,new tarkov killer? :P,new tarkov killer? :P     
1970-01-01 00:18:10,0,NEUTRAL,0.8766286969184875,happened run lvl 6 7 already?,What happened to the run where we were lvl 6 or 7 already?     
1970-01-01 00:18:21,0,NEUTRAL,0.8684033751487732,@Arkarma got 7 twice twice Lazar,@Arkarma he got to 7 twice and died twice to Lazar     
1970-01-01 00:18:26,0,NEUTRAL,0.6964759826660156,!Africa,!Africa     
1970-01-01 00:18:26,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:19:21,0,NEUTRAL,0.7146914601325989,today man,how are you today my man     
1970-01-01 00:19:39,0,NEUTRAL,0.7312082052230835,plus spellt +,plus as spellt or +     
1970-01-01 00:19:45,-1,NEGATIVE,0.6821514964103699,!+death,!+death     
1970-01-01 00:19:53,-1,NEGATIVE,0.8069068789482117,infestations annoying deal -_- feeks option go bizon. rifles jsut run bullets,infestations are so annoying to deal with -_- feeks like only option is to go with bizon. rifles jsut run out of bullets     
1970-01-01 00:20:05,-1,NEGATIVE,0.6844567656517029,!deaths,!deaths     
1970-01-01 00:20:05,0,NEUTRAL,0.7586624026298523,18 times run. !lastdeath,He died 18 times in the Zero Sievert permadeath run. !lastdeath     
1970-01-01 00:20:23,0,NEUTRAL,0.8368282914161682,link tts cheer much need cheer trigger tts?,where is the link to tts cheer or how much do i need to cheer to trigger tts?     
1970-01-01 00:20:32,0,NEUTRAL,0.7384371161460876,new modding lark really need watch lession,new to this modding lark i really need to watch some lession on it     
1970-01-01 00:20:46,0,NEUTRAL,0.8894270658493042,@newCauli min TTS,@newCauli No min to TTS     
1970-01-01 00:21:01,0,NEUTRAL,0.8203676342964172,1 cheer tts already?,so 1 cheer is tts already?     
1970-01-01 00:21:09,0,NEUTRAL,0.738102376461029,mean 50,i mean 50     
1970-01-01 00:21:11,0,NEUTRAL,0.9019152522087097,playing stalker 2 come out?,you playing stalker 2 when it come out?     
1970-01-01 00:21:30,1,POSITIVE,0.793237566947937,nice found another joke dont want wait full month xD,nice  i found another joke and dont want to wait a full month xD    
1970-01-01 00:21:34,-1,NEGATIVE,0.7567732334136963,@Kirasin91 something wrong then. managing outrun swarm. kill reload,@Kirasin91 i am doing something wrong then. not managing to outrun the swarm. they kill me on reload     
1970-01-01 00:21:36,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:21:36,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:21:41,0,NEUTRAL,0.7969395518302917,thing long barrel?,that thing has a long barrel?     
1970-01-01 00:21:44,1,POSITIVE,0.8812313079833984,What's goood pestily!,What's goood pestily!     
1970-01-01 00:21:57,0,NEUTRAL,0.6580869555473328,@egodjuks clue man get eventually keep trying,@egodjuks No clue man  you will get it eventually  keep trying   
1970-01-01 00:22:15,0,NEUTRAL,0.747452437877655,chat again?,chat he died again?     
1970-01-01 00:22:16,0,NEUTRAL,0.8865330219268799,@Pestily Im sure asked plans play STALKER 2?,@Pestily Im sure this has been asked  but any plans to play STALKER 2?    
1970-01-01 00:22:20,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:22:20,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:22:42,0,NEUTRAL,0.6730303764343262,Yeah play stalker 2 probably would crazy didnt,Yeah  he will play stalker 2 probably  would be crazy if he didnt   
1970-01-01 00:22:54,1,POSITIVE,0.6712638139724731,Cheer50 read joke made somehow laughing loud heartly. dont want wait full month. ready? changes black white black white black white? penguin rolling mountain.,Cheer50 i read a joke that made me somehow laughing out loud heartly. and i dont want to wait a full month. ready? What changes from black to white  from black to white  from black to white? A penguin rolling down a mountain.   
1970-01-01 00:23:31,0,NEUTRAL,0.7176177501678467,bann hammer,bann hammer     
1970-01-01 00:23:37,-1,NEGATIVE,0.6638733744621277,awkwardKid,awkwardKid     
1970-01-01 00:23:37,-1,NEGATIVE,0.8413555026054382,NotLikeThis,NotLikeThis     
1970-01-01 00:23:46,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:23:46,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:23:59,0,NEUTRAL,0.6997666358947754,@Wheeled45 xD,@Wheeled45 xD     
1970-01-01 00:24:05,1,POSITIVE,0.8861777186393738,nah fine though :),nah its fine though :)     
1970-01-01 00:24:13,1,POSITIVE,0.9761536717414856,watched Kilimanjaro video. Amazing job hope fun.,Just watched the Kilimanjaro video. Amazing job Pest hope you had fun.     
1970-01-01 00:24:25,0,NEUTRAL,0.7821340560913086,got dis @pestily,you got dis @pestily     
1970-01-01 00:24:50,0,NEUTRAL,0.7968975901603699,plan still find Mr Junk buy way upgrades?,Is the plan still find Mr Junk and buy your way to upgrades?     
1970-01-01 00:25:14,1,POSITIVE,0.889555811882019,looks intresting,this game looks intresting     
1970-01-01 00:25:28,0,NEUTRAL,0.7327519059181213,radiation affect u,does the radiation affect u     
1970-01-01 00:25:30,0,NEUTRAL,0.8321340084075928,dump gear exit?,dump gear by exit?     
1970-01-01 00:25:53,0,NEUTRAL,0.9369502067565918,IIRC ammo workshop give daily mats crafts ?,IIRC doesn't ammo and workshop give you daily mats for crafts ?     
1970-01-01 00:26:29,0,NEUTRAL,0.7246038317680359,!lastrun,!lastrun     
1970-01-01 00:27:22,0,NEUTRAL,0.7417070865631104,Yeah recall getting swamp,Yeah I recall you getting to the swamp     
1970-01-01 00:27:35,0,NEUTRAL,0.7690443992614746,prefer SMG instead rifles?,so why you prefer SMG instead of rifles?     
1970-01-01 00:29:09,0,NEUTRAL,0.811197817325592,u teleport?,how u teleport?     
1970-01-01 00:29:16,0,NEUTRAL,0.8093358278274536,need smg spiders house...,i need an smg for the spiders in my house...     
1970-01-01 00:29:16,0,NEUTRAL,0.8018841743469238,clear critters,clear the critters     
1970-01-01 00:29:28,0,NEUTRAL,0.6800696849822998,animals? KEKWait,animals? KEKWait     
1970-01-01 00:29:38,0,NEUTRAL,0.8770354986190796,many bunnies far?,How many bunnies so far?     
1970-01-01 00:29:41,0,NEUTRAL,0.6970959305763245,!AFRICA,!AFRICA     
1970-01-01 00:29:41,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:29:49,0,NEUTRAL,0.7108908295631409,@SpanishJohn H,@SpanishJohn H     
1970-01-01 00:30:01,0,NEUTRAL,0.6668540835380554,@egodjuks thxz man never know LOL,@egodjuks thxz man never know that LOL     
1970-01-01 00:30:04,0,NEUTRAL,0.8219423294067383,@spanishjohn yeah H,@spanishjohn yeah H     
1970-01-01 00:30:05,0,NEUTRAL,0.6732340455055237,8 bits tarkov :P,8 bits tarkov :P     
1970-01-01 00:30:28,1,POSITIVE,0.8983216285705566,@SpanishJohn yeah. got know myself. useful thing :),@SpanishJohn yeah. got to know it here myself. very useful thing :)     
1970-01-01 00:30:42,0,NEUTRAL,0.7883528470993042,https://www.twitch.tv/pestily/clip/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr Got,https://www.twitch.tv/pestily/clip/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr Got it     
1970-01-01 00:31:19,-1,NEGATIVE,0.7283447980880737,sad,its so sad     
1970-01-01 00:31:39,0,NEUTRAL,0.7022462487220764,Ah Boss,Ah the Boss     
1970-01-01 00:31:46,-1,NEGATIVE,0.930282473564148,Unfortunate,Unfortunate     
1970-01-01 00:31:54,1,POSITIVE,0.8777771592140198,heck yeah welcome right?,heck yeah  welcome to zero sievert right?    
1970-01-01 00:32:00,0,NEUTRAL,0.7457842230796814,arrived now? lol,I just arrived  was that death just now? lol    
1970-01-01 00:32:02,0,NEUTRAL,0.8138781785964966,18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr,Death 18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr     
1970-01-01 00:32:02,0,NEUTRAL,0.6726377010345459,pain voice,The pain in your voice pest     
1970-01-01 00:32:06,0,NEUTRAL,0.8896112442016602,@Moxxi____ Train27Wave,@Moxxi____ Train27Wave     
1970-01-01 00:32:20,0,NEUTRAL,0.7973461151123047,almost 9 even,almost 9 even     
1970-01-01 00:32:22,0,NEUTRAL,0.8061713576316833,#BEWAREOFLAZAR,#BEWAREOFLAZAR     
1970-01-01 00:32:41,0,NEUTRAL,0.7904412746429443,@manuelarte yesterday,@manuelarte no yesterday     
1970-01-01 00:32:43,0,NEUTRAL,0.8808096051216125,Heya BlightyMan83 JinxLUL,Heya BlightyMan83 JinxLUL     
1970-01-01 00:32:48,-1,NEGATIVE,0.7338520288467407,hate,I hate it here     
1970-01-01 00:33:16,0,NEUTRAL,0.8484302163124084,kitchen worth it?,Is kitchen not worth it?     
1970-01-01 00:33:52,0,NEUTRAL,0.6755557656288147,@なっきぃ pretty cheap eat Barman,@なっきぃ its pretty cheap to eat at Barman     
1970-01-01 00:34:10,0,NEUTRAL,0.867102324962616,true single player Tarkov?,Is it true this is like single player Tarkov?     
1970-01-01 00:34:13,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:34:13,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:34:34,0,NEUTRAL,0.7800535559654236,Check latest videos youtube channel! https://www.youtube.com/pestily,Check out the latest videos on my youtube channel! https://www.youtube.com/pestily     
1970-01-01 00:36:02,1,POSITIVE,0.7475866079330444,Eat chocolate helps keep energy,Eat the chocolate pest  helps keep energy up    
1970-01-01 00:37:20,1,POSITIVE,0.9576148986816406,Hi really loved didn’t see time pass by!,Hi Pestily  I really loved the video  I didn’t see the time pass by!   
1970-01-01 00:37:24,0,NEUTRAL,0.7794479727745056,p90?,p90?     
1970-01-01 00:37:28,0,NEUTRAL,0.8641637563705444,grusa bullpup ak 9x39 545,grusa the bullpup ak 9x39 and 545     
1970-01-01 00:37:31,0,NEUTRAL,0.848725438117981,Gryuza however thats spelled,Gryuza or however thats spelled     
1970-01-01 00:37:43,0,NEUTRAL,0.7489524483680725,Russian Bullpup Rifle,Russian Bullpup Rifle     
1970-01-01 00:37:54,0,NEUTRAL,0.7678167223930359,Gewehr?,Gewehr?     
1970-01-01 00:38:39,0,NEUTRAL,0.6575738787651062,level you?,What level are you?     
1970-01-01 00:39:04,-1,NEGATIVE,0.9440507292747498,rabbit give fuck,That rabbit did not give a fuck     
1970-01-01 00:39:36,1,POSITIVE,0.9791232347488403,Cheer100 finished Kilimanjaro video. super fun watch!,Cheer100 Just finished the Kilimanjaro video. It was super fun to watch!     
1970-01-01 00:40:00,0,NEUTRAL,0.7406005263328552,got hows run going?,just got here hows the run going?     
1970-01-01 00:40:08,0,NEUTRAL,0.8856848478317261,delta force open beta 25th,delta force open beta on 25th     
1970-01-01 00:40:42,0,NEUTRAL,0.7125836610794067,Take scopes,Take off the scopes     
1970-01-01 00:41:39,0,NEUTRAL,0.8393337726593018,still run day?,this still he same run from the other day?     
1970-01-01 00:41:46,0,NEUTRAL,0.7367489337921143,Nah last night,Nah he died last night     
1970-01-01 00:42:02,0,NEUTRAL,0.8138781785964966,18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr,Death 18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr     
1970-01-01 00:42:13,0,NEUTRAL,0.9454004168510437,going play Stalker 2 release? (20th November),Are you going to play Stalker 2 on release? (20th November)     
1970-01-01 00:42:20,1,POSITIVE,0.8646939396858215,Finally beat hardest difficulty. Love Siever,Finally beat the game on the hardest difficulty. Love Zero Siever     
1970-01-01 00:42:42,0,NEUTRAL,0.8595736026763916,@Pestily possible Roo-proof farm? how?,@Pestily Is it possible to Roo-proof your farm? If so how?     
1970-01-01 00:42:50,0,NEUTRAL,0.7444645762443542,Perma seivert kinda mid,Perma death zero seivert is kinda mid     
1970-01-01 00:42:51,-1,NEGATIVE,0.6844567656517029,!deaths,!deaths     
1970-01-01 00:42:51,0,NEUTRAL,0.7586624026298523,18 times run. !lastdeath,He died 18 times in the Zero Sievert permadeath run. !lastdeath     
1970-01-01 00:43:30,0,NEUTRAL,0.8697435855865479,Halloween community challenge,I did for the Halloween community challenge     
1970-01-01 00:43:47,1,POSITIVE,0.9597209692001343,tedious super fun,it was tedious but super fun     
1970-01-01 00:44:35,0,NEUTRAL,0.7380291223526001,beaten without permadeath?,Pest have you beaten this without the permadeath?     
1970-01-01 00:45:09,-1,NEGATIVE,0.9335923194885254,would kill poor bunny?,why would you just kill that poor bunny?     
1970-01-01 00:45:34,-1,NEGATIVE,0.677118718624115,rabbits even give good exp?!,rabbits don't even give good exp?!     
1970-01-01 00:46:35,1,POSITIVE,0.9308658838272095,hey planning playing S.T.A.L.K.E.R 2? I’m pumped,hey Pest you planning on playing S.T.A.L.K.E.R 2? I’m pumped for it     
1970-01-01 00:46:52,-1,NEGATIVE,0.7374034523963928,definitely kill lazar rn tried,you can definitely kill lazar rn if you tried     
1970-01-01 00:48:31,0,NEUTRAL,0.7632201910018921,bandit definitely BP,That bandit definitely has BP     
1970-01-01 00:48:34,0,NEUTRAL,0.6970959305763245,!AFRICA,!AFRICA     
1970-01-01 00:48:34,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:48:38,0,NEUTRAL,0.70970618724823,smell 19,they smell death 19     
1970-01-01 00:48:49,0,NEUTRAL,0.8138781785964966,18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr,Death 18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr     
1970-01-01 00:49:45,1,POSITIVE,0.7861542701721191,ThisIsFine,ThisIsFine     
1970-01-01 00:49:49,0,NEUTRAL,0.8138781785964966,18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr,Death 18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr     
1970-01-01 00:50:28,1,POSITIVE,0.7206218838691711,wow new 2d tarkov PVE patch,wow is this the new 2d tarkov PVE patch     
1970-01-01 00:50:45,0,NEUTRAL,0.8947742581367493,@UltraCamperist EFT Unity 2022,@UltraCamperist EFT with Unity 2022     
1970-01-01 00:50:53,1,POSITIVE,0.9666258096694946,looks good,looks good     
1970-01-01 00:51:07,0,NEUTRAL,0.794143557548523,fought big yet?,has pest fought a big yet?     
1970-01-01 00:52:04,-1,NEGATIVE,0.6844567656517029,!deaths,!deaths     
1970-01-01 00:52:04,0,NEUTRAL,0.7586624026298523,18 times run. !lastdeath,He died 18 times in the Zero Sievert permadeath run. !lastdeath     
1970-01-01 00:52:20,0,NEUTRAL,0.8138781785964966,18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr,Death 18: https://clips.twitch.tv/DoubtfulSpunkyPresidentThisIsSparta-jDng1DR8XkQorMjr     
1970-01-01 00:52:22,0,NEUTRAL,0.8214197754859924,@UltraCamperist nah spectrum 48k version,@UltraCamperist nah this is the spectrum 48k version     
1970-01-01 00:52:30,0,NEUTRAL,0.8546411395072937,lazar beam ya sometimes. SeqWelp,lazar will beam ya sometimes. SeqWelp     
1970-01-01 00:52:36,0,NEUTRAL,0.6685805320739746,see deaths?,where can i see all deaths?     
1970-01-01 00:53:17,0,NEUTRAL,0.7769409418106079,@Logancio POGPLANT,@Logancio POGPLANT     
1970-01-01 00:53:41,0,NEUTRAL,0.8304007649421692,Wait gonna youtube well?,Wait  all this is gonna be on youtube as well?    
1970-01-01 00:53:42,0,NEUTRAL,0.8765899538993835,@Anarkixx scroll thru clips profile,@Anarkixx just scroll thru the clips on his profile     
1970-01-01 00:53:46,1,POSITIVE,0.9739632606506348,That'sawesome!,That'sawesome!     
1970-01-01 00:53:57,0,NEUTRAL,0.6789278984069824,!africa,!africa     
1970-01-01 00:53:57,0,NEUTRAL,0.8750421404838562,Climbing highest mountain Africa - https://youtu.be/3qpeAdwt6-A,Climbing highest mountain in Africa video - https://youtu.be/3qpeAdwt6-A     
1970-01-01 00:55:19,1,POSITIVE,0.9223830699920654,Good day o7,Good day o7     
1970-01-01 00:55:21,0,NEUTRAL,0.7918781638145447,hey pres Ctrl+alt+p enters debug mode,hey pest pres Ctrl+alt+p it enters debug mode     
1970-01-01 00:56:09,1,POSITIVE,0.7071408629417419,friends!,friends!     
1970-01-01 00:56:17,-1,NEGATIVE,0.8358190059661865,:(,not any more :(     
